"job post","major education years","major education years skills(0.100000)","major education years skills(0.200000)","major education years skills(0.300000)","major education years skills(0.400000)","major education years skills(0.500000)"
8192,3769,2780,1760,873,376,33
1,123,92,38,6,1,0
8194,1277,924,309,78,7,0
8195,44,44,44,44,44,44
4,965,877,617,267,66,6
5,1784,1784,1784,497,497,53
8,0,0,0,0,0,0
9,123,92,38,6,1,0
10,0,0,0,0,0,0
8204,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
8207,797,758,602,323,96,5
16,4523,4145,2664,1037,226,24
17,3278,2369,894,480,83,2
18,123,116,66,33,9,2
20,123,116,101,67,40,20
8213,808,808,220,220,39,2
8214,3663,2874,1171,673,178,33
23,0,0,0,0,0,0
24,2075,2017,1613,1230,474,106
8217,0,0,0,0,0,0
26,1440,1362,827,229,102,9
8219,3277,2339,1155,425,115,5
28,0,0,0,0,0,0
29,80,45,21,6,0,0
30,869,869,524,227,227,62
32,0,0,0,0,0,0
33,964,923,804,552,283,140
8226,0,0,0,0,0,0
36,5288,4863,3560,2154,1047,353
8229,0,0,0,0,0,0
38,581,581,327,160,52,14
39,964,923,804,552,283,140
40,905,752,216,91,5,0
8233,1492,1451,1164,658,388,81
42,5216,5216,4753,3761,2306,1056
43,0,0,0,0,0,0
44,631,631,631,631,188,188
8237,2310,2310,889,889,204,18
46,0,0,0,0,0,0
8239,5276,4815,3917,2650,1535,739
8240,122,91,42,20,4,0
8200,1409,1136,487,140,67,16
50,123,120,79,34,8,2
8243,948,851,680,464,273,155
52,813,813,466,197,197,59
8245,907,661,274,93,43,9
54,0,0,0,0,0,0
8247,5188,4551,3390,2225,583,227
56,0,0,0,0,0,0
57,912,719,466,220,66,17
58,905,752,216,91,5,0
59,967,499,214,69,13,3
60,779,747,462,137,61,6
8202,1244,1244,1244,227,227,29
62,779,747,462,137,61,6
63,5199,5199,4687,3560,3560,1959
65,931,931,760,505,268,63
66,0,0,0,0,0,0
67,577,577,577,214,214,50
68,3503,3503,2288,1078,293,34
8261,3718,3241,1531,816,135,11
70,763,479,237,89,25,11
72,3422,3422,1606,1606,517,85
73,2886,2886,1718,771,288,79
74,0,0,0,0,0,0
75,960,920,639,360,87,9
8268,104,71,23,4,0,0
77,0,0,0,0,0,0
78,3509,2164,1095,454,175,55
79,117,52,15,4,1,0
80,4617,4538,3724,1998,643,104
83,952,873,439,105,10,0
84,3435,3435,2127,1086,419,92
85,30,30,30,30,30,30
8278,959,885,660,343,56,13
87,961,935,746,321,81,9
88,744,454,235,104,10,1
8283,0,0,0,0,0,0
92,3544,3544,2637,1273,1273,340
93,803,747,511,215,60,3
94,117,52,15,4,1,0
95,2886,2886,1718,771,288,79
8288,0,0,0,0,0,0
97,952,952,886,886,745,532
98,0,0,0,0,0,0
99,118,103,49,16,3,1
100,0,0,0,0,0,0
101,942,942,755,755,361,361
102,3435,3435,2127,1086,419,92
103,122,105,55,17,3,1
104,3440,3440,1683,1683,476,64
8297,940,788,389,110,27,0
106,3326,3326,1385,277,277,53
107,5117,3980,2705,1587,788,307
8300,450,450,450,450,137,137
109,123,116,66,33,9,2
8302,1490,1452,1070,434,207,30
111,855,635,355,140,55,12
112,0,0,0,0,0,0
8305,960,898,695,387,73,13
114,631,631,631,631,188,188
8307,0,0,0,0,0,0
116,3252,2962,2403,1033,504,76
8309,5157,4198,2490,1100,391,17
118,0,0,0,0,0,0
8311,594,594,594,594,594,224
120,877,877,553,238,75,18
121,0,0,0,0,0,0
123,3503,3503,2288,1078,293,34
124,941,848,457,288,79,11
125,347,347,52,52,3,3
126,980,980,980,980,980,980
127,1397,1179,517,266,51,6
128,3710,3710,1780,1780,496,65
129,3326,3326,1385,277,277,53
130,3320,3262,2689,1446,465,68
8323,928,841,688,298,141,16
8324,3733,3316,2400,1340,552,181
133,773,687,425,158,25,4
8327,926,926,853,700,700,468
136,905,711,474,91,30,1
137,928,789,595,226,84,9
138,2081,1987,1557,889,360,40
139,0,0,0,0,0,0
140,0,0,0,0,0,0
142,0,0,0,0,0,0
143,3828,3645,2938,1620,554,92
144,957,878,666,237,86,9
145,1457,1374,995,445,114,15
8338,111,89,30,9,1,0
147,3765,3525,3059,2301,1517,832
8340,0,0,0,0,0,0
8341,0,0,0,0,0,0
150,3558,3558,2477,1330,520,126
151,955,902,795,619,400,76
152,959,944,803,525,191,46
154,0,0,0,0,0,0
155,0,0,0,0,0,0
158,910,910,756,473,210,81
160,980,980,980,980,980,980
161,0,0,0,0,0,0
8354,2486,2486,1104,343,343,69
163,3666,3173,2334,1436,739,122
8356,0,0,0,0,0,0
8357,801,751,549,281,100,13
8358,0,0,0,0,0,0
167,0,0,0,0,0,0
168,3432,3432,1907,754,208,44
170,2078,1990,1390,887,253,47
171,1162,720,359,53,17,0
172,719,719,463,206,74,19
175,581,581,327,160,52,14
8368,0,0,0,0,0,0
177,122,112,85,51,23,0
8370,0,0,0,0,0,0
180,920,730,171,63,9,1
181,735,445,234,56,10,0
8374,797,747,486,262,55,5
8375,1434,1205,686,262,29,4
184,3812,3404,2278,631,193,11
185,857,551,313,142,18,4
8378,959,872,637,324,92,10
187,0,0,0,0,0,0
189,336,336,336,69,69,9
190,910,910,756,473,210,81
191,2786,1592,687,253,75,1
8384,0,0,0,0,0,0
193,954,923,752,399,230,29
194,0,0,0,0,0,0
195,0,0,0,0,0,0
197,0,0,0,0,0,0
8390,0,0,0,0,0,0
199,0,0,0,0,0,0
8393,1391,1084,426,231,52,13
202,122,101,46,13,4,1
8395,44,44,44,44,44,44
204,3435,3435,2127,1086,419,92
205,735,445,234,56,10,0
206,0,0,0,0,0,0
8399,0,0,0,0,0,0
210,3828,3645,2938,1620,554,92
8403,0,0,0,0,0,0
212,398,398,398,398,398,105
8405,980,980,980,980,980,980
214,3824,3736,3187,1977,720,139
216,679,679,353,147,147,47
217,2786,1592,687,253,75,1
8410,797,758,602,323,96,5
219,117,52,15,4,1,0
8412,120,120,100,65,30,6
221,0,0,0,0,0,0
222,3306,3306,1277,1277,206,206
223,955,932,777,644,298,65
225,907,721,358,226,67,24
8418,108,108,48,1,0,0
227,4445,3901,2067,1261,343,149
228,3812,3404,2278,631,193,11
8230,326,326,326,326,326,326
8423,0,0,0,0,0,0
8424,0,0,0,0,0,0
233,0,0,0,0,0,0
235,848,848,503,503,141,22
236,3432,3432,1907,754,208,44
237,117,52,15,4,1,0
238,3804,3669,2813,1287,639,98
239,813,813,432,432,182,182
8433,3222,2969,1747,1098,341,67
242,0,0,0,0,0,0
243,907,721,358,226,67,24
244,4445,3901,2067,1261,343,149
245,945,843,584,312,148,54
246,961,935,746,321,81,9
247,3432,3432,1907,754,208,44
248,3666,3173,2334,1436,739,122
249,879,623,348,177,20,2
250,803,747,511,215,60,3
8444,0,0,0,0,0,0
253,5243,4887,4056,2789,1628,803
254,0,0,0,0,0,0
256,122,112,76,29,10,2
257,304,304,304,304,304,304
258,0,0,0,0,0,0
259,961,933,877,769,418,221
260,1415,1283,1045,701,202,90
261,0,0,0,0,0,0
263,121,115,73,30,18,3
264,4615,4553,3966,2564,1226,452
8236,0,0,0,0,0,0
266,0,0,0,0,0,0
268,924,924,796,487,230,72
269,0,0,0,0,0,0
8463,124,114,62,22,11,1
272,3318,3253,2797,1777,673,147
273,742,742,742,305,305,55
274,5216,5216,4753,3761,2306,1056
8467,3238,2878,2185,788,367,48
276,1426,1297,623,336,60,5
277,122,116,98,65,43,7
279,710,710,438,231,99,34
280,796,766,672,495,272,126
8473,0,0,0,0,0,0
282,947,947,847,629,382,183
8475,0,0,0,0,0,0
284,177,177,177,177,177,177
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,2033,1710,814,274,129,28
289,3919,2897,1811,957,441,49
290,0,0,0,0,0,0
291,122,116,54,28,8,1
293,0,0,0,0,0,0
294,3281,3081,2723,2127,1422,783
296,0,0,0,0,0,0
8489,3308,3228,2682,1563,527,89
298,961,936,781,483,304,91
299,980,980,980,980,980,980
300,959,858,550,251,65,15
301,869,869,869,632,632,190
302,3813,3655,2618,1776,504,63
305,0,0,0,0,0,0
307,0,0,0,0,0,0
308,808,808,366,122,122,20
8501,0,0,0,0,0,0
310,3608,2720,1771,937,404,145
311,124,116,75,36,9,1
8244,0,0,0,0,0,0
8506,0,0,0,0,0,0
315,1368,1166,829,493,275,113
317,3318,3253,2797,1777,673,147
8510,762,571,359,200,43,15
319,0,0,0,0,0,0
320,0,0,0,0,0,0
324,122,114,85,45,16,5
325,796,732,532,242,63,2
326,891,730,449,220,87,28
327,940,781,511,269,100,29
328,3312,3234,3023,2050,1346,313
329,0,0,0,0,0,0
8522,0,0,0,0,0,0
331,0,0,0,0,0,0
332,960,910,769,557,314,52
333,44,44,44,44,44,44
334,963,920,641,419,87,22
335,2273,2273,872,872,212,212
336,0,0,0,0,0,0
337,5280,5280,4823,3592,1753,643
8531,37,37,37,37,37,37
340,0,0,0,0,0,0
341,272,272,272,272,31,31
344,0,0,0,0,0,0
345,955,848,518,258,49,5
347,113,113,113,113,113,113
348,0,0,0,0,0,0
349,865,609,304,123,38,10
351,485,485,133,133,31,31
353,0,0,0,0,0,0
354,0,0,0,0,0,0
8251,918,918,803,803,552,214
357,951,951,870,667,365,156
358,960,932,842,686,482,250
362,0,0,0,0,0,0
364,3567,3567,2678,1521,740,308
366,980,980,980,980,980,980
370,955,955,916,818,640,386
371,1985,1985,774,225,225,46
372,1370,1370,638,196,36,4
377,124,116,75,36,9,1
378,960,918,765,494,217,51
379,1426,1297,623,336,60,5
380,0,0,0,0,0,0
381,795,718,306,93,7,1
382,122,114,85,45,16,5
385,671,671,395,215,97,45
386,794,773,602,273,76,13
388,959,911,740,412,166,38
389,699,699,468,260,260,108
391,881,691,428,234,126,41
393,0,0,0,0,0,0
394,902,902,751,751,490,490
397,1423,1282,965,557,233,25
400,255,255,255,40,40,1
402,0,0,0,0,0,0
403,3700,3362,1829,549,235,15
404,960,936,771,482,203,63
406,0,0,0,0,0,0
407,116,77,21,6,1,1
408,950,950,857,668,388,136
8260,955,893,742,527,140,39
411,951,951,870,667,365,156
413,120,65,29,8,2,0
414,3268,2960,2308,1417,665,231
415,794,773,602,273,76,13
418,0,0,0,0,0,0
420,0,0,0,0,0,0
421,687,434,251,144,57,19
423,840,840,840,524,524,213
425,944,810,532,224,77,8
429,808,808,366,122,122,20
430,954,905,598,299,106,34
431,177,177,177,177,177,177
432,731,731,731,319,319,68
434,2625,2625,853,853,143,14
435,692,692,382,382,79,79
436,0,0,0,0,0,0
437,0,0,0,0,0,0
438,2273,2273,872,872,212,212
439,0,0,0,0,0,0
440,122,116,100,48,28,5
442,3815,3651,2618,1834,677,155
443,951,899,564,362,97,16
444,1320,946,562,269,37,11
445,0,0,0,0,0,0
446,3582,2769,1683,788,72,20
447,1929,1929,718,718,164,18
448,935,804,512,238,94,20
451,885,639,407,213,84,27
454,0,0,0,0,0,0
455,0,0,0,0,0,0
457,0,0,0,0,0,0
458,0,0,0,0,0,0
459,0,0,0,0,0,0
461,797,748,584,192,50,3
466,0,0,0,0,0,0
468,3428,3428,1668,1668,647,180
469,0,0,0,0,0,0
470,119,119,107,88,88,55
474,2273,2273,872,872,212,212
475,943,943,876,756,562,332
477,9,9,9,9,9,9
478,755,755,448,204,54,10
479,2273,2273,872,872,212,212
480,796,766,672,495,272,126
481,888,888,491,183,55,12
482,5178,4751,4034,3162,1515,906
483,1457,1442,1321,982,530,163
484,798,758,537,312,76,20
485,3951,3460,2666,1554,767,73
487,3307,3218,2981,2565,1934,1207
488,121,100,59,22,4,0
489,957,868,443,156,42,4
491,1457,1442,1321,982,530,163
492,0,0,0,0,0,0
493,966,943,787,454,188,42
494,775,775,546,357,200,86
495,857,670,381,207,93,31
496,0,0,0,0,0,0
498,2985,2985,1503,1503,359,35
499,0,0,0,0,0,0
501,1350,1350,1194,942,594,241
502,1452,1334,1002,591,241,41
503,0,0,0,0,0,0
504,174,174,174,174,174,3
7109,5288,4863,3560,2154,1047,353
509,924,924,796,487,230,72
510,1988,1988,613,149,149,18
513,849,849,849,849,628,628
515,0,0,0,0,0,0
516,1314,1314,648,265,75,16
521,0,0,0,0,0,0
522,5199,5199,4687,3560,3560,1959
523,0,0,0,0,0,0
526,3537,2030,992,407,139,31
527,0,0,0,0,0,0
528,924,820,623,382,199,85
529,798,782,672,553,261,153
530,3618,3618,2735,1239,366,66
531,699,699,468,260,260,108
532,901,725,511,304,163,57
534,121,100,59,22,4,0
535,0,0,0,0,0,0
537,0,0,0,0,0,0
540,122,108,54,25,5,1
542,2057,2057,797,199,199,40
546,0,0,0,0,0,0
549,949,899,768,524,130,50
553,966,948,832,705,320,72
556,122,114,83,39,12,3
557,0,0,0,0,0,0
558,3607,3445,2935,2039,1169,492
559,0,0,0,0,0,0
560,0,0,0,0,0,0
561,497,497,497,126,126,16
563,3242,2724,1862,1124,254,92
564,0,0,0,0,0,0
8286,0,0,0,0,0,0
568,2886,2886,1718,771,288,79
569,509,509,164,164,28,28
571,806,455,168,54,11,3
572,1346,1346,1161,1161,811,319
577,3806,3400,2258,1001,293,43
578,497,497,103,103,7,7
579,0,0,0,0,0,0
580,795,719,485,212,23,3
581,2053,1875,1511,1010,555,285
8289,5177,4344,2917,1497,177,38
584,311,311,311,311,311,95
585,949,788,422,130,29,3
586,0,0,0,0,0,0
587,3985,3269,1871,787,246,8
588,0,0,0,0,0,0
8290,0,0,0,0,0,0
590,3732,2822,1617,710,268,18
594,795,718,306,93,7,1
8291,121,114,65,46,11,2
596,875,648,373,144,49,10
598,0,0,0,0,0,0
599,123,120,73,39,11,1
600,0,0,0,0,0,0
8292,959,916,822,461,277,88
602,0,0,0,0,0,0
605,122,116,98,65,43,7
608,799,720,494,113,35,1
609,950,914,701,537,227,45
610,0,0,0,0,0,0
611,0,0,0,0,0,0
612,0,0,0,0,0,0
614,122,111,53,31,4,1
615,0,0,0,0,0,0
616,0,0,0,0,0,0
617,123,113,81,41,10,2
8295,0,0,0,0,0,0
620,479,479,479,479,104,104
621,0,0,0,0,0,0
622,0,0,0,0,0,0
624,0,0,0,0,0,0
626,951,889,499,265,28,3
627,491,491,170,35,35,4
628,0,0,0,0,0,0
629,1452,1334,1002,591,241,41
630,0,0,0,0,0,0
632,942,823,586,197,105,9
633,0,0,0,0,0,0
638,122,114,85,45,16,5
640,3768,3518,3009,2251,763,335
641,811,515,148,81,17,1
643,3309,3220,2933,2435,1716,498
645,0,0,0,0,0,0
648,0,0,0,0,0,0
650,0,0,0,0,0,0
652,124,106,61,29,4,2
653,0,0,0,0,0,0
654,784,775,685,453,216,69
656,797,797,797,152,152,8
657,775,775,546,357,200,86
8478,300,300,59,59,2,2
659,0,0,0,0,0,0
660,0,0,0,0,0,0
661,227,227,227,227,29,29
662,327,327,327,79,79,13
663,960,883,501,216,33,4
664,0,0,0,0,0,0
665,121,115,72,37,6,3
666,946,946,893,785,552,318
667,760,760,672,672,492,278
668,0,0,0,0,0,0
669,935,833,656,437,111,30
670,0,0,0,0,0,0
672,955,834,473,153,31,4
673,0,0,0,0,0,0
674,0,0,0,0,0,0
675,957,923,722,552,243,134
676,0,0,0,0,0,0
677,0,0,0,0,0,0
678,3753,3453,2818,1788,776,246
680,941,863,736,549,125,30
681,0,0,0,0,0,0
683,3815,3651,2618,1834,677,155
8306,109,109,50,14,14,2
687,0,0,0,0,0,0
689,513,513,177,39,39,5
690,332,332,84,84,16,1
691,0,0,0,0,0,0
693,0,0,0,0,0,0
694,3795,3795,3585,3139,2354,1370
695,742,742,742,305,305,55
8308,0,0,0,0,0,0
698,3475,3475,2026,796,796,235
703,1858,1858,573,573,80,80
704,0,0,0,0,0,0
705,957,924,714,523,173,32
708,954,890,726,473,201,42
8310,2486,2486,1104,343,343,69
710,122,116,100,48,28,5
711,776,692,374,252,74,40
713,964,810,480,216,74,5
715,0,0,0,0,0,0
716,924,924,796,487,230,72
719,44,44,44,44,44,44
723,0,0,0,0,0,0
724,0,0,0,0,0,0
725,0,0,0,0,0,0
727,1449,1401,1223,872,426,146
728,980,980,980,980,980,980
729,107,107,56,56,25,3
732,381,381,381,91,91,11
736,121,114,92,40,21,5
738,940,843,570,244,76,21
739,601,601,601,601,208,208
740,0,0,0,0,0,0
742,0,0,0,0,0,0
743,89,53,15,7,1,0
744,955,834,473,153,31,4
745,0,0,0,0,0,0
747,0,0,0,0,0,0
749,3309,3220,2933,2435,1716,498
8317,123,115,81,50,14,4
752,2081,1987,1557,889,360,40
754,3309,3220,2933,2435,1716,498
755,122,114,83,39,12,3
757,3768,3532,3035,1453,802,112
761,799,720,494,113,35,1
762,3817,3563,2893,1887,589,190
763,927,927,805,545,280,80
764,282,282,282,282,48,48
769,0,0,0,0,0,0
770,961,943,797,662,315,91
8209,0,0,0,0,0,0
773,0,0,0,0,0,0
775,0,0,0,0,0,0
779,177,177,177,177,4,4
8322,0,0,0,0,0,0
783,3817,3672,2686,1144,280,29
784,795,517,291,143,66,1
785,980,980,980,980,980,980
786,4615,4553,3966,2564,1226,452
790,89,59,26,5,1,0
791,911,767,572,381,220,48
793,950,950,857,668,388,136
794,796,707,447,155,57,6
795,0,0,0,0,0,0
796,122,114,85,45,16,5
797,0,0,0,0,0,0
8325,3690,2988,1288,433,207,48
800,0,0,0,0,0,0
803,100,100,29,9,4,0
805,1487,1487,1448,1288,966,516
806,0,0,0,0,0,0
808,951,889,499,265,28,3
809,2923,1904,1065,517,221,85
811,2620,2620,1422,580,580,176
813,932,829,669,450,80,33
815,943,943,856,667,667,378
816,3985,3269,1871,787,246,8
8516,762,571,359,200,43,15
818,3732,2822,1617,710,268,18
820,0,0,0,0,0,0
821,947,888,791,363,177,19
822,3817,3672,2686,1144,280,29
8329,0,0,0,0,0,0
824,0,0,0,0,0,0
825,950,914,701,537,227,45
826,0,0,0,0,0,0
827,667,667,287,87,22,8
830,911,767,572,381,220,48
831,0,0,0,0,0,0
835,0,0,0,0,0,0
837,0,0,0,0,0,0
840,924,826,624,372,168,57
8332,0,0,0,0,0,0
843,2379,1407,670,276,105,29
844,0,0,0,0,0,0
846,0,0,0,0,0,0
848,1455,1378,1017,459,86,4
850,3813,3655,2618,1776,504,63
851,119,100,67,35,17,1
853,0,0,0,0,0,0
856,4240,4240,3234,3234,1739,613
857,794,701,411,141,23,2
860,3309,3220,2933,2435,1716,498
862,0,0,0,0,0,0
864,794,701,411,141,23,2
865,786,709,517,265,112,34
866,0,0,0,0,0,0
868,0,0,0,0,0,0
870,0,0,0,0,0,0
871,0,0,0,0,0,0
872,0,0,0,0,0,0
874,2059,1894,1222,786,168,55
875,1426,1297,623,336,60,5
879,0,0,0,0,0,0
880,123,113,81,41,10,2
882,0,0,0,0,0,0
8339,467,467,174,57,57,8
884,121,110,81,53,10,3
885,0,0,0,0,0,0
886,0,0,0,0,0,0
887,124,116,75,36,9,1
889,434,434,434,105,105,16
891,106,106,56,15,15,1
892,3302,2969,1882,657,127,1
894,0,0,0,0,0,0
895,3545,3545,3058,2051,601,112
896,0,0,0,0,0,0
897,3678,3144,1590,1058,385,95
898,413,413,413,413,413,40
899,959,858,550,251,65,15
900,793,730,542,266,65,8
901,122,103,59,22,2,0
903,3541,3541,2216,1024,348,80
904,935,799,331,188,25,1
905,756,638,455,95,34,4
906,333,333,333,333,333,6
908,640,343,149,51,17,3
909,0,0,0,0,0,0
912,3350,3350,1955,911,327,111
913,806,455,168,54,11,3
915,434,434,125,125,22,22
916,939,860,672,396,152,3
917,963,813,342,125,16,1
919,0,0,0,0,0,0
920,0,0,0,0,0,0
921,1953,1631,1133,607,247,59
924,0,0,0,0,0,0
925,0,0,0,0,0,0
926,2057,2057,797,199,199,40
927,0,0,0,0,0,0
928,0,0,0,0,0,0
929,89,53,15,7,1,0
933,1415,1283,1045,701,202,90
934,2966,2966,1379,516,516,112
935,755,755,448,204,54,10
940,3832,2700,1640,858,390,166
941,0,0,0,0,0,0
944,44,44,44,44,44,44
945,1050,580,250,101,6,1
947,1476,1287,450,216,32,9
949,3825,3727,3068,1953,902,274
950,172,172,172,172,172,3
951,3320,3187,2590,1502,539,108
952,1388,922,379,106,7,2
955,961,943,797,662,315,91
957,857,670,381,207,93,31
958,885,639,407,213,84,27
960,183,183,8,8,0,0
8352,1221,814,471,222,80,2
962,0,0,0,0,0,0
963,44,44,44,44,44,44
964,3285,3034,2537,1760,374,119
965,0,0,0,0,0,0
966,121,93,55,22,4,0
8353,1490,1452,1070,434,207,30
970,2057,2057,797,199,199,40
971,0,0,0,0,0,0
974,3762,3762,2324,1075,378,75
975,2076,2034,1648,1321,476,197
978,840,840,499,499,207,65
979,3585,3585,3585,911,911,55
980,0,0,0,0,0,0
981,0,0,0,0,0,0
982,0,0,0,0,0,0
983,0,0,0,0,0,0
985,120,65,29,7,2,0
989,797,767,713,598,257,111
990,1472,1254,755,143,62,4
991,0,0,0,0,0,0
993,0,0,0,0,0,0
994,0,0,0,0,0,0
997,907,907,747,492,277,113
998,0,0,0,0,0,0
8359,0,0,0,0,0,0
1005,0,0,0,0,0,0
1006,0,0,0,0,0,0
1007,941,941,797,476,476,136
1008,0,0,0,0,0,0
1009,1910,1910,1910,891,891,315
1010,217,217,30,30,0,0
1012,0,0,0,0,0,0
1015,785,689,402,149,35,4
1016,106,52,19,8,5,2
1017,0,0,0,0,0,0
1018,795,719,485,212,23,3
1020,0,0,0,0,0,0
1024,790,790,724,540,540,196
1026,3992,3992,3366,2014,831,201
1027,3582,2769,1683,788,72,20
1029,947,881,730,460,208,11
1030,640,343,149,51,17,3
1031,935,804,512,238,94,20
1033,0,0,0,0,0,0
1034,601,601,601,601,208,208
1035,0,0,0,0,0,0
1036,0,0,0,0,0,0
1037,961,892,660,353,134,37
1038,2107,1773,1033,415,49,5
1040,0,0,0,0,0,0
1043,0,0,0,0,0,0
1046,796,754,504,273,73,8
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,0,0,0,0,0,0
1051,891,730,449,220,87,28
1052,797,797,171,171,16,16
1053,0,0,0,0,0,0
1055,1455,1325,880,374,90,16
1056,5280,4312,2507,951,80,7
1057,794,773,602,273,76,13
1058,932,829,669,450,80,33
1060,941,827,346,150,16,3
1064,0,0,0,0,0,0
1065,0,0,0,0,0,0
1067,119,111,78,47,18,6
1068,119,111,78,47,18,6
1070,0,0,0,0,0,0
1075,44,44,44,44,44,44
1077,124,114,64,27,1,0
1078,916,757,462,217,100,28
1080,44,44,44,44,44,44
8372,944,810,532,224,77,8
1083,0,0,0,0,0,0
1084,0,0,0,0,0,0
1085,0,0,0,0,0,0
1088,0,0,0,0,0,0
1089,3348,3348,1948,900,320,108
1090,0,0,0,0,0,0
1091,0,0,0,0,0,0
1092,3348,3348,1948,900,320,108
1094,0,0,0,0,0,0
1098,30,30,30,30,30,30
1102,761,626,435,262,129,39
8376,743,743,501,219,45,3
1107,0,0,0,0,0,0
1108,0,0,0,0,0,0
1109,0,0,0,0,0,0
8377,0,0,0,0,0,0
1112,3622,2957,2001,553,208,14
1114,0,0,0,0,0,0
1115,0,0,0,0,0,0
1116,5247,4894,3304,1422,440,73
1118,3812,3404,2278,631,193,11
1119,930,930,770,581,350,158
1120,0,0,0,0,0,0
1122,44,44,44,44,44,44
1123,3509,3013,1983,1031,405,113
1124,0,0,0,0,0,0
1125,0,0,0,0,0,0
1126,0,0,0,0,0,0
1127,0,0,0,0,0,0
1130,577,577,577,214,214,50
1131,79,79,79,79,79,79
1132,0,0,0,0,0,0
1134,0,0,0,0,0,0
1136,3545,3207,2530,1577,323,99
1138,112,112,64,24,6,1
1139,1317,1317,286,286,40,40
1141,0,0,0,0,0,0
1142,0,0,0,0,0,0
1146,787,744,475,221,131,26
8383,3216,2930,1615,975,297,132
1148,0,0,0,0,0,0
1150,0,0,0,0,0,0
1152,980,980,980,980,980,980
1153,0,0,0,0,0,0
1154,122,119,82,31,9,1
1155,0,0,0,0,0,0
1156,1394,1167,438,77,24,2
1157,2946,2946,2946,2946,723,723
1160,0,0,0,0,0,0
1162,957,939,794,506,209,45
1165,0,0,0,0,0,0
1168,859,473,205,80,27,6
1169,802,740,558,291,99,16
8387,3291,3152,2868,1794,1207,356
1173,122,119,82,31,9,1
1174,122,118,81,33,22,4
1176,122,119,82,31,9,1
1177,115,79,18,8,0,0
1182,0,0,0,0,0,0
1183,787,744,475,221,131,26
1187,0,0,0,0,0,0
1190,122,119,82,31,9,1
1193,492,492,136,136,32,32
8391,2008,1724,1131,593,247,78
1198,5177,4344,2917,1497,177,38
1199,0,0,0,0,0,0
1200,3703,3086,1962,1027,423,141
1201,0,0,0,0,0,0
1202,122,119,82,31,9,1
1209,5251,4366,2541,1055,343,72
1210,695,526,210,107,20,4
1211,122,119,82,31,9,1
8394,434,434,434,105,105,16
1217,3951,3460,2666,1554,767,73
1219,48,48,48,48,48,48
1220,3433,3433,2748,1548,1548,697
1221,122,119,82,31,9,1
8396,896,740,508,291,145,17
1226,0,0,0,0,0,0
1228,3812,3404,2278,631,193,11
1231,3512,3512,2191,1203,555,209
1232,44,44,44,44,44,44
1234,122,119,82,31,9,1
1236,0,0,0,0,0,0
1237,3812,3487,2535,1288,437,95
1238,916,732,443,182,48,9
1241,0,0,0,0,0,0
1245,3475,3475,2026,796,796,235
1246,0,0,0,0,0,0
1247,1391,1151,714,317,117,30
1248,0,0,0,0,0,0
8225,1454,1436,1187,655,227,48
1254,3747,3357,2512,1509,731,99
1256,0,0,0,0,0,0
1257,0,0,0,0,0,0
1260,0,0,0,0,0,0
8402,888,704,455,262,135,60
1263,0,0,0,0,0,0
1264,551,551,236,236,54,54
1266,0,0,0,0,0,0
1267,122,119,82,31,9,1
1268,448,448,145,145,33,33
1269,0,0,0,0,0,0
1271,954,884,700,401,103,25
1272,122,119,82,31,9,1
8404,0,0,0,0,0,0
1274,900,900,667,226,226,52
1280,944,810,532,224,77,8
1281,122,119,82,31,9,1
1284,764,764,650,443,221,63
1285,787,744,475,221,131,26
1286,0,0,0,0,0,0
1288,0,0,0,0,0,0
1290,3601,3541,2973,1687,584,123
1292,2079,1919,1309,616,115,20
1295,0,0,0,0,0,0
1296,122,119,82,31,9,1
1297,0,0,0,0,0,0
1299,0,0,0,0,0,0
1300,917,771,398,229,47,8
1301,953,862,634,308,103,21
1310,0,0,0,0,0,0
1313,1394,1167,438,77,24,2
1316,0,0,0,0,0,0
1319,0,0,0,0,0,0
1320,5288,4319,2627,1155,392,38
1324,0,0,0,0,0,0
1328,783,783,724,553,553,290
1330,4577,4265,3601,2606,1528,294
1332,61,61,28,9,4,0
8414,123,120,82,46,18,1
1334,958,903,648,383,125,39
1336,0,0,0,0,0,0
1337,122,118,100,69,19,7
1338,0,0,0,0,0,0
1339,749,749,259,40,6,0
1341,0,0,0,0,0,0
1342,0,0,0,0,0,0
8228,5309,5157,4728,4004,3008,991
1344,120,120,99,58,23,4
1345,958,904,649,384,125,16
1346,46,46,46,14,14,2
1347,123,97,40,14,1,1
1355,0,0,0,0,0,0
1357,0,0,0,0,0,0
1358,861,349,111,28,8,1
1359,883,883,283,283,51,10
1360,920,802,597,326,144,47
1363,3833,3596,2740,1452,497,111
1364,44,44,44,44,44,44
1366,0,0,0,0,0,0
1369,123,120,85,55,16,8
1370,0,0,0,0,0,0
1373,0,0,0,0,0,0
1375,949,910,802,619,179,84
1376,89,53,15,7,1,0
1377,0,0,0,0,0,0
1378,120,108,65,37,7,1
1379,4550,3633,1513,652,96,5
1380,839,839,460,204,72,19
1382,776,692,374,252,74,40
1383,54,54,18,4,0,0
1386,124,123,94,59,25,5
1389,1493,1473,1251,800,299,63
1395,0,0,0,0,0,0
1396,1496,1457,1117,527,240,37
1398,960,848,434,139,27,0
1399,3815,3614,2649,1616,501,136
